Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-07-30 16:39:35.985 -0600,"Failure",0:00:00,1,0,1,"20140730_163935.985/LogFile.txt","","No Remote Connection -- waitfor Error - Remote Connection Unavailable",0
