Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-05-19 12:35:06.093 -0600,"Success",0:00:07,0,0,0,"20140519_123506.093/LogFile.txt","","",1
